Race,GPA,SAT-Score,Extra-Curriculars,Legacy-Status,Admitted
Hispanic,2.863945262907062,1302,1,0,0
White,3.189292217051746,1368,1,0,1
Hispanic,3.4864662652618943,1403,1,0,1
White,2.8337842241943174,1380,3,0,1
White,3.4335486252270484,1302,0,0,1
Hispanic,3.770990755074059,1536,2,1,1
Black,3.754069991264669,1480,3,0,1
Black,2.760732583576157,1445,2,0,1
Asian,3.2233813816201846,1328,2,0,1
Hispanic,3.028954976102807,1328,1,0,1
White,3.16583466240339,1308,1,0,1
White,3.571143025348939,1408,2,0,1
Black,2.0,1051,2,0,0
Black,2.889032315684673,1367,2,0,0
Black,2.9686754036665013,1452,3,0,1
White,3.4896697667647847,1490,3,0,1
White,4.0,1441,0,0,1
Hispanic,3.4179640214901013,1425,3,0,1
White,3.6473519831718217,1503,3,0,1
Black,3.4387430734833324,1541,1,0,1
Hispanic,3.6824129604657845,1566,1,0,1
Black,3.176718641004799,1243,4,1,1
White,3.3149164089135517,1333,3,0,1
White,3.8425200854440704,1508,2,0,1
Asian,3.752665019678494,1494,0,1,1
White,3.898225805854313,1551,0,0,1
Hispanic,3.120616055025315,1300,2,0,1
Black,2.9608516717672386,1245,2,1,1
Asian,3.3220128654388126,1554,2,0,1
White,2.5718698389820824,1376,3,0,1
White,2.327734710069498,1010,3,0,0
White,3.4089702030518385,1391,6,0,1
White,3.511223318792743,1440,1,0,1
White,3.1121481295610365,1188,0,0,1
White,2.5021938183237533,1045,2,0,0
White,3.9170123854624093,1528,3,0,1
White,2.7251187650198863,1210,4,0,1
White,3.6310688322364526,1367,0,0,1
White,3.2332830736364873,1369,2,0,1
White,3.1593498600844856,1328,4,0,1
White,3.7325420119605526,1513,0,0,1
White,3.314494558008183,1476,3,0,1
White,3.9776992550039765,1600,0,0,1
White,2.3279865337452064,1177,1,0,0
White,3.1681618746567866,1364,1,0,1
White,3.32048111144647,1412,2,0,1
White,3.191538757682991,1456,0,0,1
White,3.831529179552047,1567,3,0,1
Black,3.666577539351037,1527,2,0,1
Black,3.2796597922307993,1578,4,0,1
White,2.767991950762037,1154,4,0,1
White,3.4571467120908874,1345,5,0,1
Asian,3.1998607755165684,1341,2,0,1
Black,2.696522623742271,1295,4,0,1
White,2.689626129565398,978,1,0,0
White,3.5378600333910444,1534,3,0,1
White,2.860189621247407,1282,3,1,1
Hispanic,3.658776490850261,1478,1,0,1
Hispanic,3.324165977690633,1296,0,0,1
White,2.9329922154967343,1307,0,0,1
Black,3.0517532902830533,1329,0,0,0
Hispanic,3.7942847350263054,1496,1,0,1
Hispanic,2.1697462689896536,1152,0,0,0
White,3.2825399363529173,1419,2,0,1
Asian,3.3058739553378773,1347,1,0,1
Hispanic,3.954452154462084,1536,3,1,1
White,2.808762618726065,1263,0,0,1
White,3.400894367061794,1428,3,0,1
Hispanic,3.449140665762463,1388,2,0,1
Asian,2.8263553075198478,1177,2,0,0
White,2.776924246800252,1283,1,0,0
White,3.0315368482733493,1306,0,0,1
Black,3.561699392185491,1325,2,0,1
White,3.2467693555062143,1289,0,0,1
White,3.117377592831617,1394,1,0,1
Black,3.3470427906549127,1455,3,0,1
Hispanic,3.4894951671001193,1486,1,1,1
Hispanic,3.6800360033161876,1521,2,0,1
White,2.9679258972346148,1432,2,0,1
Hispanic,3.146801001204721,1420,2,0,1
Asian,3.4458346827268724,1413,2,0,1
Black,3.792091470832539,1600,1,0,1
Black,3.780426152384844,1540,4,0,1
Hispanic,4.0,1600,0,0,1
Black,2.7659171960316518,1146,0,0,0
Hispanic,3.5127904909203567,1538,3,0,1
White,2.49384846358478,1114,0,0,0
White,3.1238844073368974,1311,3,0,1
White,3.5109437425374614,1420,3,0,1
White,3.5297881644251925,1512,4,0,1
White,2.88218796064207,1331,2,0,1
White,3.042458804400816,1329,4,0,1
Hispanic,3.1288578404399674,1224,3,0,1
White,3.3796221927741024,1447,3,0,1
Black,2.7163723083160702,1047,0,1,0
White,3.709917070573141,1452,1,0,1
White,2.601122547661855,1267,3,0,1
White,2.9765086176931006,1287,1,0,0
White,3.3825707633414206,1361,0,1,1
White,3.257700330878076,1465,1,0,1
Hispanic,2.671535530773732,1073,3,0,0
White,3.5489126897504963,1342,2,0,1
White,3.9908773781134643,1600,2,0,1
Asian,4.0,1600,1,0,1
White,2.937941602940029,1282,1,0,1
Black,3.288889473845017,1451,4,0,1
White,3.6000523140405805,1434,1,0,1
Black,2.6513841064783445,1360,3,0,1
White,3.1754966528759074,1444,5,1,1
White,3.9092562499281476,1577,1,0,1
White,2.871357424122478,1372,1,0,1
White,2.746945858066647,1111,0,0,0
White,3.390748543682014,1405,1,0,1
Hispanic,3.1582393277817458,1238,0,0,0
White,2.835480896273832,1166,2,0,0
White,3.2326317285864823,1356,2,0,1
Asian,3.0490700181223414,1325,4,0,1
White,2.3699702917550156,1139,3,0,0
Black,2.66520563814435,1235,1,0,0
Hispanic,2.8399602645503066,1304,1,0,0
Black,3.562937091835703,1400,4,0,1
White,3.036905155650296,1217,0,0,1
Hispanic,3.586753857482064,1451,0,0,1
Hispanic,3.1659815801223155,1252,2,0,1
Hispanic,2.936817979883898,1315,3,0,1
Black,3.204793483110554,1465,3,0,1
Hispanic,3.543853908270202,1457,0,0,1
Asian,3.0835094790007926,1231,3,0,1
White,3.1796893446665524,1389,2,0,1
White,2.813138236094581,1350,3,0,1
White,2.938558767241806,1305,4,0,1
White,2.7510576456116587,1252,2,0,1
White,3.572903916659831,1600,1,0,1
White,3.3191072913107376,1405,3,0,1
Black,3.1782428052205307,1325,0,0,1
White,2.84757352056953,1324,2,0,0
Black,3.6753350581609077,1526,0,0,1
Black,3.493035289086348,1480,2,0,1
White,3.6020582007717525,1407,1,0,1
White,3.717779202186465,1530,2,0,1
White,2.823156552869831,1255,0,0,0
Black,3.2088568253974747,1342,3,0,1
Hispanic,3.088054209215831,1290,3,1,1
Hispanic,3.875423716006248,1600,2,0,1
White,3.0195630136143694,1317,3,0,1
White,3.2982320119072863,1337,2,0,1
Hispanic,3.26223434090087,1488,2,0,1
Black,2.631895024050938,1134,1,0,0
White,2.716040490435609,1103,1,0,0
White,2.932042368924889,1426,1,0,1
White,2.8547454907173693,1345,5,0,1
Black,3.5829888194314075,1527,0,0,1
Asian,2.714877930506871,1048,1,0,0
White,3.4072513275914433,1453,2,0,1
White,3.647882607184084,1441,0,0,1
White,2.949177895592145,1254,1,0,1
White,3.152916999156691,1342,4,0,1
White,3.951726493431175,1573,2,0,1
White,3.3999359831513507,1298,0,0,1
White,3.6566352281296406,1465,2,0,1
Hispanic,2.955842491491842,1398,3,0,1
Asian,3.3506361657897963,1420,3,0,1
Black,3.2393248489627604,1315,1,0,1
Hispanic,3.0878228367883294,1186,0,0,0
White,2.752240652358058,1163,2,0,0
White,3.023498120709027,1366,0,0,1
White,3.3205435462279143,1407,4,0,1
White,3.508478866086116,1450,2,0,1
Hispanic,3.297996906304605,1405,2,0,1
White,2.9428136612289544,1159,2,0,1
Asian,3.5074018057612073,1368,5,0,1
Asian,3.0671478462015442,1377,1,0,1
Black,3.668493295217604,1544,3,0,1
White,3.477490333628284,1600,5,0,1
White,3.2913247248844404,1177,1,0,1
White,3.228674272251204,1296,1,0,1
Black,3.290027083347511,1369,4,0,1
White,3.354413865451776,1418,2,0,1
White,3.325813291733158,1380,2,0,1
White,2.875303894511758,1062,2,0,0
White,3.547612791321579,1529,3,0,1
Hispanic,3.3584053564068235,1402,3,0,1
Hispanic,3.205282491784012,1424,0,1,1
Black,2.9005998007297604,1085,3,0,0
White,2.8364752640351254,1132,3,0,0
Black,3.3160122691301117,1444,0,0,1
Black,3.181620504014745,1234,6,0,1
Hispanic,2.8423499593300257,1369,2,0,1
Black,3.3538595113543623,1379,2,0,1
White,3.2855526985747456,1292,2,0,1
White,3.619408273498243,1331,2,0,1
Asian,2.8462391824339712,1338,0,0,1
White,3.4746006015017756,1597,3,0,1
Black,2.916993856531468,1374,3,0,1
White,3.819283922526369,1600,2,0,1
White,3.5698398122707897,1338,0,0,1
Asian,3.1058062100163712,1331,3,0,1
White,3.0846633019550938,1349,4,0,1
White,2.8773373841470846,1209,1,1,1
White,3.8481918613846853,1438,0,0,1
Hispanic,3.9619825186949433,1600,4,0,1
White,2.2144298170287007,1152,0,0,0
White,3.6546425968190457,1600,1,0,1
White,2.8667796995580863,1378,5,0,1
Black,3.4546799250579476,1429,3,0,1
Asian,3.196709597813916,1428,6,0,1
White,2.9449153740784375,1405,5,0,1
White,3.174407869437238,1377,0,0,1
White,3.4325007959091343,1359,5,0,1
White,3.3983099276984237,1364,3,0,1
Hispanic,3.4169098917500422,1373,3,0,1
Black,2.4884358312012322,1106,4,0,0
Hispanic,3.81291906880097,1441,1,0,1
White,3.509474557669977,1586,0,0,1
Asian,3.216806046253316,1275,1,0,1
Hispanic,3.1344738894021114,1338,0,0,1
Asian,3.9638136067169696,1600,1,0,1
White,2.965819542479966,1330,2,0,1
Black,3.4305784796084153,1405,1,0,1
Hispanic,2.761700593029442,1125,4,0,1
White,3.4647964106381965,1394,1,0,1
White,2.449673348591674,1145,1,0,0
White,2.8741733788058252,1206,2,0,1
Hispanic,3.4994023711305626,1471,0,0,1
White,3.401911284943489,1454,3,0,1
Hispanic,3.486815922538991,1311,2,0,1
Hispanic,3.556344769675639,1476,3,1,1
White,2.8138207407012605,1376,1,0,0
White,3.4379667898007686,1331,3,0,1
Black,3.7098568413424315,1545,2,0,1
Black,3.5479215912018285,1521,4,0,1
White,3.3009915697310612,1341,1,0,1
Hispanic,2.826382248599992,1323,4,0,0
White,3.3588214922908284,1540,3,0,1
Hispanic,2.8455727361970333,1273,0,0,0
White,3.4868283413152033,1414,2,0,1
Black,2.726341926873784,1200,2,0,0
White,2.8755342087920974,1430,0,0,1
White,3.0226908887797914,1406,3,0,1
White,3.670579796287053,1599,1,0,1
Black,2.634183561335384,1215,3,1,1
White,2.7391630675140917,1174,1,0,0
White,3.101290961186209,1402,2,0,1
White,3.4914654975941235,1395,2,1,1
White,4.0,1600,4,0,1
Black,2.974263647014329,1244,0,0,0
White,3.4461962886416244,1410,0,0,1
White,2.8626503303846165,1172,2,0,0
Black,2.305286858771236,1053,2,0,0
Hispanic,3.1893070760374003,1376,1,0,1
White,2.5432707169912483,1274,2,0,0
Black,3.5218847860841223,1520,1,0,1
White,3.499762912796946,1372,0,0,1
White,3.0079679784805826,1230,4,0,1
White,3.877191374911099,1600,2,0,1
White,2.7536376420432296,1194,3,0,1
White,3.0841854670338544,1346,4,0,1
White,2.6049266386501944,1261,1,0,1
White,3.140965609640883,1382,1,0,1
Black,3.07016204933301,1243,4,1,1
Hispanic,3.221342752297919,1362,1,1,1
Asian,2.5632777689612842,1121,1,0,0
Black,3.766458323766331,1421,0,0,1
White,3.6686376914383034,1470,4,0,1
White,3.285464235379866,1447,1,0,1
Black,2.8932599546776596,1254,1,0,0
Black,3.396776289284268,1270,3,1,1
White,2.9071494737200503,1268,2,0,1
Black,3.5568121734574514,1403,4,0,1
White,2.412214047132811,1256,2,0,0
White,3.221854646117665,1316,5,0,1
White,3.086360184015391,1348,2,0,1
White,3.384135780219839,1318,3,0,1
White,3.015576036232278,1354,2,0,1
White,2.588253458985648,1077,1,0,0
Asian,2.555506233184724,1209,0,0,0
White,3.299377963520274,1330,6,0,1
Hispanic,3.072072066482115,1410,5,0,1
White,3.4526311641429825,1554,1,0,1
Hispanic,3.394032940451125,1402,3,0,1
Hispanic,3.805219243850263,1565,3,0,1
White,3.705083550022248,1583,0,1,1
White,3.2490728014365757,1446,2,0,1
Hispanic,2.5405990471687314,1162,2,0,0
Hispanic,2.7927688285140855,1312,2,0,0
White,3.6362260356729674,1565,3,0,1
Black,3.0300895652270263,1307,2,0,0
White,2.749110815712241,1099,2,0,0
White,2.9414411408048133,1420,3,0,1
White,3.0222543902303594,1265,2,1,1
White,3.660594325806599,1585,1,0,1
Hispanic,3.3575593456162975,1310,1,0,1
Black,2.675687311016688,1113,1,0,0
Asian,3.7315474064625977,1504,0,0,1
White,2.8102389948986333,1200,0,0,1
White,3.417075720869525,1540,1,0,1
White,3.171320706118754,1286,2,0,1
White,3.3991068394317248,1396,2,0,1
White,2.7210431155878947,1121,2,0,1
White,3.146666234798817,1441,1,0,1
White,3.1268903099149448,1369,2,0,1
Black,3.366810652666081,1532,1,1,1
White,3.476170088208484,1440,0,0,1
White,2.471785464374451,1056,3,0,0
White,3.00536345385972,1335,1,0,1
Hispanic,3.364539827053437,1380,0,0,1
White,2.641879016033106,1255,5,0,1
Hispanic,2.8518434991173587,1020,2,0,0
Black,3.3680891205713106,1312,2,0,0
Hispanic,3.4078415795416017,1395,2,0,1
Asian,3.2287847745213125,1295,4,1,1
Hispanic,3.234836340510486,1446,2,0,1
Black,3.321184808879932,1213,0,0,1
White,3.1656967427753195,1361,7,0,1
Black,3.222090259058978,1388,2,0,0
White,3.3403580762813716,1468,3,0,1
White,3.0790189497680105,1260,3,0,1
White,3.2934178320955225,1514,4,0,1
White,3.774382197099241,1550,2,0,1
Hispanic,2.3624185351332376,1176,0,0,0
White,3.5132477750424553,1429,1,1,1
White,2.496309331844636,1318,2,0,0
Black,2.743199909176778,1159,3,0,0
White,3.857582510677529,1460,1,0,1
Black,2.986781157117955,1105,2,0,0
Hispanic,3.2796640733094056,1432,4,0,1
Hispanic,3.381327060204534,1464,1,0,1
White,3.4495510821229014,1372,1,0,1
White,2.6092929526287145,1198,4,0,1
White,3.165495598324604,1442,1,0,1
White,2.9356689229434156,1215,1,1,1
White,3.378445176165984,1345,1,0,1
White,3.2575348595102662,1112,6,0,1
Black,3.7134025272220104,1410,2,0,1
Black,2.9848965767271616,1326,0,1,1
White,3.316181996205813,1464,0,0,1
White,2.909758579839965,1306,4,0,1
Hispanic,3.399213075795024,1352,2,0,1
Hispanic,3.6107550780212256,1344,3,1,1
White,3.0500230892179516,1255,4,0,1
Hispanic,2.433736505660539,1103,2,0,0
White,3.2970512605540767,1361,4,0,1
White,2.3975597202541414,1197,1,0,0
White,3.2847525390435566,1295,2,0,1
Hispanic,3.0345754509178184,1241,3,0,1
White,3.319044584432276,1297,2,0,1
White,3.5959787668749077,1349,2,0,1
White,2.8234799934173354,1312,2,0,1
White,2.5011301037895888,1081,1,0,0
White,3.243345828703122,1272,4,0,1
White,3.955216464680036,1528,2,0,1
White,2.748427101174582,1169,1,0,0
Black,2.6535780335145054,1247,2,0,0
Black,3.0325510217387985,1301,2,0,1
White,2.848824782179462,1348,2,0,1
White,3.273697014412788,1346,0,0,1
White,3.2281129982372265,1386,3,0,1
Black,2.6935233720018292,1238,2,1,0
White,3.987865052734654,1489,2,0,1
Black,2.7694954904016242,1205,1,0,0
Hispanic,3.149015314160218,1448,1,0,1
White,3.210987134561087,1369,3,0,1
Asian,3.415068194796582,1453,1,0,1
White,2.9589110197460418,1240,0,0,1
White,2.9773707202857516,1372,1,0,1
White,3.1497302600854726,1487,6,0,1
White,3.7689272210920794,1469,3,0,1
Hispanic,3.156617568277107,1292,2,0,0
Black,3.5895121650624144,1439,0,0,1
Hispanic,2.816526632769825,1150,2,0,0
Black,3.3478894565401065,1381,0,0,1
White,3.2875634514683356,1434,2,0,1
White,3.3204959132101073,1157,2,0,1
White,4.0,1600,0,0,1
Hispanic,3.4742197613572157,1446,2,0,1
White,3.0672942421676987,1383,4,0,1
Hispanic,2.6375394566882715,1121,3,0,0
White,3.542368461673676,1507,0,1,1
White,3.5891976576583686,1358,4,0,1
White,2.988475037080295,1454,3,0,1
White,2.4079364259576765,1336,3,0,0
White,3.6236112537595133,1380,1,1,1
White,3.1997106921559766,1348,2,0,1
Hispanic,3.327194574017056,1249,2,0,1
White,2.7046740000528198,1051,1,0,0
White,3.257032061366815,1484,1,0,1
White,3.208226697806913,1262,4,0,1
Hispanic,3.405235200640824,1426,0,0,1
White,2.8291670696216045,1231,1,1,1
Black,3.758696681788393,1426,0,0,1
White,2.8499807921558262,1325,0,0,1
Black,3.3137372613786353,1450,1,0,1
White,2.953010696609012,1187,1,0,1
White,2.99100159093962,1350,3,1,1
White,2.7812077302040468,1244,0,0,0
Hispanic,3.3575463723869343,1600,0,1,1
Black,3.3813633849284965,1335,1,0,1
Hispanic,3.2179481875004208,1494,2,0,1
White,3.5122777590697796,1394,2,0,1
Black,3.4172421546747267,1299,2,0,1
Black,3.139726540436761,1339,3,0,1
White,3.653868909473032,1548,5,0,1
White,3.1600454134244433,1295,1,0,1
White,3.5427160847721906,1416,1,1,1
White,3.095877827720221,1386,4,0,1
White,3.091584927284777,1384,1,0,1
Hispanic,3.708393768672651,1459,2,0,1
Hispanic,2.814411505724372,1165,1,0,0
White,2.9842085270205714,1300,2,0,1
Black,2.421063238713049,1043,0,0,0
White,2.8709872634406777,1310,0,1,1
White,2.800539014650379,1241,3,0,1
Black,2.8740343240642345,1240,1,0,0
White,3.130007217161539,1363,3,0,1
Black,2.9954132542580703,1197,1,0,0
White,3.5680759081887587,1524,1,0,1
White,4.0,1425,4,0,1
Black,2.9159485597653325,1050,2,0,0
White,3.5869348253161095,1419,4,0,1
White,3.2749930085836634,1322,1,1,1
Black,2.9360726485478894,1191,1,0,0
White,3.1085111375153622,1282,5,0,1
Asian,2.887713436924023,1244,3,0,1
Hispanic,2.9629567604070512,1194,4,0,1
White,4.0,1600,5,0,1
White,3.4411167229333537,1457,0,0,1
White,2.731813641413697,1155,1,0,0
Hispanic,2.9730969651516346,1293,2,0,1
White,3.323969122918438,1375,2,0,1
White,2.720504187627173,1264,3,0,1
Hispanic,3.033443621067615,1190,1,0,0
Asian,3.14980177822507,1397,3,0,1
White,3.573909433374777,1499,1,0,1
Black,3.3159036142560745,1344,2,1,1
White,3.999269975438895,1545,2,0,1
White,2.2044141975882203,1225,4,0,0
White,2.656460025736294,1156,0,0,0
White,3.111945125640496,1422,0,0,1
Black,3.2149493817389523,1397,2,0,1
White,2.8254887999303393,1268,3,0,1
White,2.7923486929487527,1295,1,1,1
Asian,3.4650846544133227,1463,6,0,1
White,3.3314543007948387,1375,2,0,1
Hispanic,3.5286386432352987,1420,0,0,1
Asian,3.723791022766489,1462,1,0,1
Black,3.106499484407382,1236,2,1,1
White,2.860538921201161,1218,0,1,1
Black,3.2898367892152516,1424,4,0,1
Black,3.588425526142011,1316,1,0,1
White,3.360125471508634,1451,4,0,1
Black,2.5540268731218743,1320,1,0,0
White,3.0705621499805895,1302,4,0,1
Black,2.98396178173727,1180,2,0,0
Hispanic,2.9461316805120363,1379,1,0,1
White,2.582244072828721,1303,2,0,0
White,3.3190288479375347,1458,1,0,1
White,3.6602577896121216,1464,3,0,1
White,3.2976571289973964,1450,0,0,1
White,2.835643076758734,1376,0,0,1
White,3.644118276768527,1337,1,0,1
Hispanic,2.9183781486926117,1363,2,0,1
White,3.1524128741491233,1426,2,0,1
White,3.5015286532499585,1452,3,1,1
White,3.2213826016806406,1246,2,0,1
White,3.0955696739532517,1392,1,0,1
White,3.1958881584844048,1436,3,0,1
White,3.158667620584734,1241,3,0,1
Black,3.028309868430196,1305,2,0,1
White,3.6009344792192053,1415,0,0,1
White,3.1327122660301434,1231,2,0,1
White,2.9778599312425937,1437,3,0,1
White,3.1040168900697194,1301,1,0,1
White,3.6121374901191396,1600,2,0,1
Hispanic,2.9593726099032107,1400,4,0,1
White,3.3027213147854995,1310,1,0,1
White,3.457246170944028,1556,1,0,1
Black,3.0432806673949115,1182,3,0,0
Asian,2.9619505418169534,1230,2,0,1
White,2.9102317105637225,1247,4,0,1
White,3.106587365547164,1293,0,0,1
White,3.219494809584428,1385,2,0,1
White,3.674347448680973,1449,2,0,1
White,3.1843834073660866,1271,0,0,1
Black,3.583916903235055,1506,3,0,1
White,3.3780370757694325,1464,4,0,1
White,3.017993256783592,1351,1,0,1
White,3.5278928413932684,1530,0,0,1
White,3.005196417112657,1424,1,0,1
White,3.263015515699229,1307,1,0,1
Asian,3.2860575705125763,1359,0,0,1
White,3.2121827726547365,1504,1,1,1
Black,3.058204745456011,1339,1,0,1
White,3.743177360202036,1519,0,0,1
White,3.47739088933654,1355,2,0,1
White,3.5750265663930274,1306,1,0,1
White,2.776716745131944,1308,2,0,1
Asian,3.458534478786092,1512,1,0,1
White,3.1093160347583955,1431,1,0,1
White,3.490605193130609,1471,1,0,1
Hispanic,4.0,1579,2,0,1
White,3.2452391069926314,1347,3,0,1
White,3.2316441160261142,1496,3,0,1
Hispanic,2.554811231470826,1099,4,0,0
White,3.7183679735947788,1600,3,0,1
Black,2.675348233919996,1222,1,0,0
White,2.6539443459251895,1269,1,0,0
White,3.4557603414118345,1345,4,0,1
Hispanic,2.70967303345847,1108,7,1,1
White,3.526769917258718,1417,2,0,1
White,2.82452614031052,1182,0,0,0
Black,3.1068010929635856,1332,3,0,1
Hispanic,3.7426344812186967,1585,3,1,1
White,3.2595345089560412,1487,2,0,1
Hispanic,2.813982764076833,1118,4,0,1
White,3.5160557665925802,1352,1,0,1
Black,2.8008319219328337,1040,4,0,1
White,3.646021622182927,1465,1,0,1
